dropout_rate,NMI_louvain_vs_labels,ARI_louvain_vs_labels,NMI_gcn_vs_labels,ARI_gcn_vs_labels
0.0,0.4567606018874556,0.26055378597823675,0.5037811438584333,0.5053079954194707
0.1,0.4514588132417312,0.25822706767431935,0.4944017125676411,0.49635549150605657
0.2,0.4183827220457272,0.19689592626083083,0.4878370648438726,0.4908900616008357
0.4,0.39819044377659707,0.11328612707740962,0.4710288969601635,0.4665051844077659
0.6,0.38537736563546027,0.06418825789925584,0.46078195490059864,0.4563333099936109
