sigma,NMI_gcn_vs_labels,ARI_gcn_vs_labels,NMI_louvain_vs_labels,ARI_louvain_vs_labels
0.0,0.6129760060820687,0.6165959125036853,0.4530252775394849,0.22620621496955184
0.05,0.61203834570657,0.6160361609449327,0.4530252775394849,0.22620621496955184
0.1,0.6008611340934303,0.59985132380806,0.4530252775394849,0.22620621496955184
0.2,0.5770311688211602,0.5813268736209647,0.4530252775394849,0.22620621496955184
0.5,0.4219536273742666,0.40186288597008923,0.4530252775394849,0.22620621496955184
