rewire_prob,NMI_louvain_vs_labels,ARI_louvain_vs_labels,NMI_gcn_vs_labels,ARI_gcn_vs_labels
0.0,0.4519752393848768,0.2613342537513979,0.5037811438584333,0.5053079954194707
0.1,0.3520266099700807,0.1630846315467183,0.4419604554065423,0.44622234435996205
0.2,0.2529941498862261,0.11695194325617193,0.3742073735056128,0.38066615313208024
0.4,0.14279595299641146,0.053781175674206726,0.26032429861558104,0.2548848994934296
0.6,0.05866408281524633,0.0051975291041726265,0.17234125629838554,0.15473496735919678
