avg_degree_emb,clustering_emb,avg_degree_orig,clustering_orig,NMI_emb_vs_labels,ARI_emb_vs_labels
7.119645494830133,0.38848766981804167,3.8980797636632203,0.24067329850193736,0.5400690425155837,0.3707499206915348
